location_id,global_region,country,location_label,lower_age,upper_age,sample_size,num_positive
233,Middle East,Oman,National Study,0,100,4210,230
233,Middle East,Oman,National Study,5,14,707,24
233,Middle East,Oman,National Study,15,30,1243,70
233,Middle East,Oman,National Study,31,49,1729,109
233,Middle East,Oman,National Study,50,100,531,27
234,Middle East,Palestine,Gaza,0,100,2904,1188
234,Middle East,Palestine,Gaza,10,19,1054,411
234,Middle East,Palestine,Gaza,20,29,741,326
234,Middle East,Palestine,Gaza,30,39,461,180
234,Middle East,Palestine,Gaza,40,49,288,124
234,Middle East,Palestine,Gaza,50,59,188,83
234,Middle East,Palestine,Gaza,60,69,108,41
234,Middle East,Palestine,Gaza,70,79,47,16
234,Middle East,Palestine,Gaza,80,100,17,7
235,Middle East,Palestine,West Bank,0,100,4356,1670
235,Middle East,Palestine,West Bank,10,19,1252,451
235,Middle East,Palestine,West Bank,20,29,1096,406
235,Middle East,Palestine,West Bank,30,39,744,298
235,Middle East,Palestine,West Bank,40,49,544,218
235,Middle East,Palestine,West Bank,50,59,386,170
235,Middle East,Palestine,West Bank,60,69,202,83
235,Middle East,Palestine,West Bank,70,79,94,36
235,Middle East,Palestine,West Bank,80,100,38,8
238,Africa,Zimbabwe,Budiriro and Highfield,0,100,620,119
238,Africa,Zimbabwe,Budiriro and Highfield,0,4,68,4
238,Africa,Zimbabwe,Budiriro and Highfield,5,9,89,9
238,Africa,Zimbabwe,Budiriro and Highfield,10,19,133,24
238,Africa,Zimbabwe,Budiriro and Highfield,20,29,106,21
238,Africa,Zimbabwe,Budiriro and Highfield,30,39,105,35
238,Africa,Zimbabwe,Budiriro and Highfield,40,49,69,13
238,Africa,Zimbabwe,Budiriro and Highfield,50,59,22,8
238,Africa,Zimbabwe,Budiriro and Highfield,60,69,20,1
238,Africa,Zimbabwe,Budiriro and Highfield,70,100,8,4
239,Africa,South Africa,Klerksdorp,0,100,173,46
240,Africa,South Africa,Pietermaritzburg,0,100,429,137
241,East Asia,Mongolia,National Study,0,100,5000,72
241,East Asia,Mongolia,National Study,0,4,579,8
241,East Asia,Mongolia,National Study,5,9,559,1
241,East Asia,Mongolia,National Study,10,14,430,6
241,East Asia,Mongolia,National Study,15,19,330,5
241,East Asia,Mongolia,National Study,20,29,816,15
241,East Asia,Mongolia,National Study,30,39,823,19
241,East Asia,Mongolia,National Study,40,49,677,11
241,East Asia,Mongolia,National Study,50,59,468,3
241,East Asia,Mongolia,National Study,60,69,218,3
241,East Asia,Mongolia,National Study,70,100,99,1
242,East Asia,Malaysia,National Study,0,100,5131,31
242,East Asia,Malaysia,National Study,0,17,1212,4
242,East Asia,Malaysia,National Study,18,100,3819,27
244,Europe,Bosnia and Herzegovina,Republika Srpska,0,100,1855,747
244,Europe,Bosnia and Herzegovina,Republika Srpska,0,19,306,122
244,Europe,Bosnia and Herzegovina,Republika Srpska,20,34,314,149
244,Europe,Bosnia and Herzegovina,Republika Srpska,35,49,533,216
244,Europe,Bosnia and Herzegovina,Republika Srpska,50,64,512,211
244,Europe,Bosnia and Herzegovina,Republika Srpska,65,100,188,49
245,East Asia,Thailand,"Bangkok, Chiang Mai, Nakhon Phanom, Phuket",0,100,1200,5
245,East Asia,Thailand,"Bangkok, Chiang Mai, Nakhon Phanom, Phuket",5,18,300,0
245,East Asia,Thailand,"Bangkok, Chiang Mai, Nakhon Phanom, Phuket",19,59,600,4
245,East Asia,Thailand,"Bangkok, Chiang Mai, Nakhon Phanom, Phuket",60,100,300,1
246,Europe,Georgia,"Borjomi, Martvili, Khelvachauri, and Kobuleti districts",0,100,1219,537
246,Europe,Georgia,"Borjomi, Martvili, Khelvachauri, and Kobuleti districts",0,14,32,18
246,Europe,Georgia,"Borjomi, Martvili, Khelvachauri, and Kobuleti districts",15,19,38,14
246,Europe,Georgia,"Borjomi, Martvili, Khelvachauri, and Kobuleti districts",20,39,381,168
246,Europe,Georgia,"Borjomi, Martvili, Khelvachauri, and Kobuleti districts",40,59,501,224
246,Europe,Georgia,"Borjomi, Martvili, Khelvachauri, and Kobuleti districts",60,100,267,113
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,0,100,3446,2090
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,1,4,206,63
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,5,11,525,276
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,12,17,323,208
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,18,29,1234,779
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,30,39,449,301
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,40,49,277,181
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,50,59,204,131
247,South Asia,Bangladesh,Cox's Bazar Rohingya camps,60,100,228,146
248,South Asia,India,South Andaman district,0,100,2400,943
248,South Asia,India,South Andaman district,18,40,1195,451
248,South Asia,India,South Andaman district,41,60,914,389
248,South Asia,India,South Andaman district,61,100,291,103
254,South Asia,India,Uttar Pradesh: 11 districts,0,100,16012,3332
254,South Asia,India,Uttar Pradesh: 11 districts,5,17,3493,622
254,South Asia,India,Uttar Pradesh: 11 districts,18,39,7601,1597
254,South Asia,India,Uttar Pradesh: 11 districts,40,59,4378,948
254,South Asia,India,Uttar Pradesh: 11 districts,60,100,540,129
